Number	IsWishList	Title	Description
10703	0	Export to excel	run the script Excel to populate with my results Not enough quota is available to process this command     at MS.Win32.UnsafeNativeMethods.PostMessage(HandleRef hwnd, WindowMessage msg, IntPtr wparam, IntPtr lparam)    at System.Windows.Interop.HwndTarget.UpdateWindowSettings(Boolean enableRenderTarget, Nullable1 channelSet)    at System.Windows.Interop.HwndTarget.UpdateWindowPos(IntPtr lParam)    at System.Windows.Interop.HwndTarget.HandleMessage(WindowMessage msg, IntPtr wparam, IntPtr lparam)    at System.Windows.Interop.HwndSource.HwndTargetFilterMessage(IntPtr hwnd, Int32 msg, IntPtr wParam, IntPtr lParam, Boolean& handled)    at MS.Win32.HwndWrapper.WndProc(IntPtr hwnd, Int32 msg, IntPtr wParam, IntPtr lParam, Boolean& handled)    at MS.Win32.HwndSubclass.DispatcherCallbackOperation(Object o)    at System.Windows.Threading.ExceptionWrapper.InternalRealCall(Delegate callback, Object args, Int32 numArgs)    at System.Windows.Threading.ExceptionWrapper.TryCatchWhen(Object source, Delegate callback, Object args, Int32 numArgs, Delegate catchHandler)
10056	0	Input port accepts multiple connectors	Rewired some connectors from a code block after introducing a new line at the top of the code block. The new line when first entered has a missing semi colon at the end resulting in an error. [issue13-10-2019.zip](
9534	0	Curve.PointAtChordLength Node Does Not Respect Curve's Domain	Created points along a curve at chord lengths less than the curve's total length points that lie on the curve points that extend beyond the curve   I don't believe this is the intended behavior? This is easy to circumvent with a DoesIntersect node but is annoying nonetheless.
7231	0	NurbsCurve - Reverse Direction Issue	I have a nurbscurve, when i reversed it first time, the start point was reversed. When i reversed it the second time, the start point didn't reverse. I expected that the start point would be the same as the original curve start point Nothing changed.
9056	0	Old library paths shown in Node help	2019.1 Right click a node, click help..., check under Category to find node location in library. Path to node location in Dynamo 2.0.1 library. Path to node location in previous versions of Dynamo.  A few examples: Right clicking the Watch node, then Help... under Category, it states Core.View, when it should have been Display.Watch.   The > node states Operators, but should have stated Math.Operators.   The Cuboid.ByCorners node states Geometry.Cuboid.Create, when it should have been Geometry.Solids.Cuboid.Create  This is an issue with both new scripts created in Dynamo 2.0.1 and scripts updated from earlier versions.  Please excuse me if this has already been reported. I tried searching for this issue but was not able to find it.
10641	0	Crash report from Dynamo 2.3.0.5885	I was trying to run a (very heavy) routine inside Dynamo, using my remote access. I hoped it would take maybe a couple of minutes, but it would run Dynamo crashed :/ Data-Shapes v.2019.2.42 archilab v.2020.23.10 Rhythm v.2020.2.13 Chynamo v.0.8.5 GeniusLoci v.2019.9.4 Clockwork v.2.3.0 Zebra v.2016.7.2 Orchid    v. 203.1.2.7323 Modelical v.2.2.15 VZ (this one is made by me, uses basically OOTB nodes and are quite simple nodes)
9908	0	Connectors lose connection after editing a custom or Formula node.	2019.2.0.65 Edit formula in a formula node. Same issue have been seen when editing other nodes as well. None other changes than the formula I edited. The Formula node seems to be losing it      s input (one I created, which worked fine before editing). It looks as if the Formula node is still connected to the node providing the input, e.g. a GetParameterValue node. If I delete the Formula node, the connector from the GetParameterValue node is hanging, not connected to anything.   Only solution (that I have found), is to copy/paste, in this case, both the formula node and the node providing the input, and then delete the faulty nodes.  I have seen this with other nodes as well, where several outputs, suddenly are connected to the same output.  Searching through existing threads handling the same topic, I found this from 2016.    Hopefully, I managed to describe a way to recreate the issue. I started a new thread, since both Dynamo and Revit versions are more recent than the ones used in found thread.
84	1	Wish Make copying of contents of packages & definitons folders optional during installation of new version	Install Dynamo 1.0.0 An option to copy packages and local CN definitions to the new version's directory Dynamo automatically copies those files.  It would be nice to have a checkbox for this in the installer. I, for one, prefer to start with a clean install of a new Dynamo version without the clutter of the previous version and then decide for myself which packages I want to install for the new version.
10309	0	BoundingBox.ByGeometry returns incorrect results when given an empty list.	attempted to pull a bounding box from an empty list using a BoundingBox.ByGeometry node. an empty list, null, or a type error. A large bounding box, with a min point at 1,1,1, and a max point at 0,0,0 which makes it an incorrect geometry (see the max point (blue) and min point (red) in the screenshot). Oddly enough the Geometry.BoundingBox node works correctly. Perhaps deprecating the BoundingBox.ByGeometry node would be a good idea, but checking with D4R to see if that is a requirement.
9581	0	Dynamo UI is blurry on multi-monitor systems with mixed monitor DPIs	Opened Dynamo on a 125% DPI monitor on a system with two 125% monitors and one 100% monitor. Crisp text Blurry text
9553	0	Empty List breaks IF statement	Wanted to remove an empty list from breaking the rest of the script by using an IF statement test When True, expected to see the list (0) being passed.
11375	0	Crash report from Dynamo 2.6.1.8786 - Nodes not Visible, no crash	Opened Dynamo from Revit 2021 and then launched a script I have used previously, even in that version of revit. My script All the lines connecting nodes were present, but the nodes were not visible, the script could not be run LunchBox Clockwork
11148	0	Отчет о сбое в Dynamo 2.3.0.5885	Uploading custom node (DLL) for Revit 2020.3 with Nuget package ZeroTouchLibrary (Net Framework 4.7). Node contained XML-description. Without it all imported correctly All files in attachment  Below my XML-file <?xml version=1.0?> <doc>     <assembly>         <name>RevitGP_AnalyzeSurface_ver3</name>     </assembly>     <members>         <member name=M:RevitGP_AnalyzeSurface_ver3.TopoAnalyze.ReadXML_file_ForGetElevationVersion2(System.Double,System.Double,System.String)>             <summary> ReadXML_file_ForGetElevationVersion2 read XMK-description of surface ang get Z-value of point (from input X,Y coordinate)</summary>             <param name=X_coord>Revit's X coordinate, meters</param>>             <param name=Y_coord>Revit's Y coordinate, meters</param>>             <param name=data_input>Absolute path to file besides quotation marks, for example: C:\Work\Code\_Experiments\AnalyzeSurface\00_IW-model-all_002.xml</param>>             <returns>Value of elevation, meters</returns>             <search>XML, elevation, triangulation, surface</search>         </member>     </members> </doc> Correct import to Dynamo for Revit (in Dynamo Sandbox all were imported correctly independent language of comments - XML's par [Debug.zip](  am names) Error screen (contains below) ZeroTouchLibrary ver 2,1,0,7465
31	1	Consistency of CTRL+Select vs SHIFT+Select in Revit vs. Dynamo	Selected multiple nodes with CTRL+Select Select multiple objects, because that's how it works in Revit Deselects all nodes.  In Revit, (somewhat idiosyncratically) CTRL+Select adds objects to the selection, while SHIFT+Select deletes objects from the selection set.   In Dynamo, I frequently group nodes to organize my graphs, and it works the opposite-- SHIFT+Select adds items to the selection, while CTRL+Select appears to deselect everything.   I can almost wrap my head around the way selection works differently between Microsoft, Adobe, and Autodesk products, but I think when I switch between Revit and Dynamo, selection should work the same.    So if CTRL+Select adds things to the selection in Revit, that's how it should work in Dynamo too.
65	1	prefix input name with a description in an Input node displays the comment on the CN input	Created a CN and entered prefix as the input name then added a comment. The word prefix as an input to the CN
10770	0	Crash report from Dynamo 2.3.0.5885	(Using node Element.SetParameterByName) (Parameter set to a certain value) (Error) (WombatDynamo)
11	1	Nested class and ZT import. Is it supported in the node library display?	Nested class in ZT project. A subcategory in the library below its parent class. A new library category with the parent class + underscore + nested class.  Is this supported?
9438	0	Dynamo API NodeModel properties fail to return values	Using the Dynamo API to evaluate nodes in a graph. I am attempting to obtain the node name. I've had limited success with the DummyNode.LegacyFullName property. The limitation with this property is it doesn't provide the name of any custom nodes written in Python, rather is simply reports:    Inspecting the Dynamo file XML, I can see the tag properties however:   But using the NodeModel.NickName returns the same data. I would have expected the NickName property in the Dynamo API to return the value as seen in the XML. As above.
11084	0	Crash report from Dynamo 2.5.0.7460	Stretched the extents of Watch3D (far and quickly) A larger Watch3D window [watch3D.zip]( None
10124	0	BUG  Dynamo returning nulls for all inputs if a OOTB ScopeIf component is used.	Opened a graph I have been working on before Working code as it was when i last closed it. Found that all the input nodes returned null even after after running the graph this includes nodes such as plane xy and number slider. As soon as i replaced all the ScopeIf nodes i had put into to replace If nodes. (As the ScopeIf does not return a list if one of the the inputs was not a list, in this case false is null to stop the next part of the code running, so this was a useful change from the If node) With If nodes again the graph worked again as expected.   Considering this is an out of the box node this is another worrying BUG, as i had no idea what i had changed to make my whole code fail. As my code is linked to the running of a larger project i was unable to show any of my work from last week at this mornings progress meeting as the code was not able to work at all and in turn write out any geometry to the Revit family/s.
23	1	Node to code Double quotes in strings do not get escaped	Using node to code, I tried to convert a string node that contained double quotes. An error-free code block Code block turned red, since backslash was not escaped upon conversion, producing a ';' expected error. See also DynamoDS/Dynamo9117
10276	0	Running Python Editor within custom node causes crash	1. Open new Dynamo file 2. Place Python node and open 3. Place any custom node(tested with springs.WatchDialog last) 4. Open custom node while python editor is still open 5. Able to press Run while in .dyf of custom node 6. Crash I don't know if this has been reported before, couldn't find it. Would have been great if the Run button was greyed out maybe while in the dyf. Crash
54	1	List.Shuffle shuffles nested lists incorrectly	Ran some nested lists through a list-shuffle node Uniquely shuffled sub-lists Identically shuffled lists:    This was reported previously and ignored:
9196	0	String.Remove node is not performing as descriped in node form but works in DS form.	The node working without inputting a count as described. The node not working without count (acting as function), but when used in code block working as described. See picture below and this topic on the forum:
10899	0	Extracted elements of geometry arbitrarily disassociated from parent (and translated)	//Mesh msh1 = Dynamo.Mesh.Remesh(Dynamo.Mesh.Translate(Dynamo.Mesh.ImportFile(fil), -399000, -801000, 0));  //Slice intervals intr = 250;  //Bounding Cuboid bcb1 = Cuboid.ByCorners(Point.ByCoordinates(0,0,-100),Point.ByCoordinates(1500,3000,100));  //Cutting Planes pln1 = Plane.ByOriginNormal(Point.ByCoordinates(0,0..3000..intr),Vector.YAxis());  //Slicing msk1 = List.Contains(DSCore.Object.IsNull(msh1.Intersect(pln1<1>))<1>,true); slc1 = List.Clean(List.Flatten(msh1.Intersect(pln1<1>)<1>,-1),false)<1>; slc2 = List.Flatten(List.FilterByBoolMask(bcb1.Intersect(pln1),msk1)[out],-1); crv1 = PolyCurve.ByJoinedCurves(slc2.PerimeterCurves()); crv2 = List.Flatten(List.AddItemToFront(crv1<1>,slc1<1>)<1>,-1); slc3 = slc2.TrimWithEdgeLoops(crv2);  //Cross Sectional Areas (Hollow) cra1 = slc2.Area - slc3.Area; A trimmed surface at the same position The resulting surface is transformed arbitrarily (it seems) as obserbed with reference to the background grid in the attached image.
2	1	DS pinned taskbar doesn't maximise app on startup	(Which version of Dynamo are you using? Go to Help > About if you're not sure.) Pinned to taskbar, under properties window maximized at startup DS in maximized window Normal window, even after maximizing window and closing app, upon opening again in normal sized window
11264	0	Solid.ByLoft fails 	Attempted to loft pairs of Curves as solids Solid geometry Some curves lofted as solids, while others failed: Warning: Solid.ByLoft operation failed. Unable to loft! : SOLID_NOT_MADE -- A solid body could not be made
64	1	Outside key or variable link	Created a large, complex graph. An option to export Native Dynamo data/geometry to another Dynamo file. Flux plugin only.  I like flux, and I will gladly pay $60 a month for the plugin, but it seems like Autodesk and Dynamo should provide Dynamo to Dynamo link natively.  This greatly helps partition workflows, allow multiple users for larger workflows, reduce risk of file corruption and losing work due to crashes, inherantly provide milestones, and the top benefit is it speeds up graphs, especially on the first run.  Even if, as Ian K. suggests, more dynamo functionality is partitioned out into packages, the option for referencing/linking, perhaps via the 360 cloud, would be faster than an external plugin.
10098	0	German Node description of Vector.YAxis and Vector.ZAxis (Dynamo 2.2.1.5175)	Description of Vector.YAxis: Ruft den kanonischen Vektor der Y-Achse ab (0,1,0)   Description of Vector.ZAxis: Ruft den kanonischen Vektor der Z-Achse ab (0,0,1) Description of Vector.YAxis: Ruft den kanonischen Vektor der Y-Achse ab (1,0,0)   Description of Vector.ZAxis: Ruft den kanonischen Vektor der Z-Achse ab (1,0,0)  --- OS: Microsoft Windows NT 10.0.17134.0 CLR: 4.0.30319.42000 Dynamo: 2.2.1.5175
6	1	[Feature Request] Ability to Change Python Window Font	Observed the settings in, C:\DYNAMOCORERUNTIMELOCATION\UI\Themes\Modern Python Font Family option. No option. Seems to be hardcoded in the view here,   It would be really awesome to modify the font used in Python windows to use something like [JetBrains Mono](
36	1	[Suggestion] Transpose	Used _Transpose_ and _List.Transpose_ in a code block Going by the depreciation/renaming in 2.0 would have expected a warning saying  _Transpose_  has been depreciated. Both worked :-) Updating existing code (replacing Flatten, ContainsItem etc) is causing me enough grief, wouldn't want to go through this again for Transpose.
10771	0	Dynamo Unhandled Exception is not Handled by Dynamo	Batch process that is creating Revit families from Revit family templates from a network location . Well, some content in the unhandled exception window. Or at a minimum something in the console. A model window for the Unhandled Exception without any content inside the new window. The only solution is to close the new Unhandled Exception window. So I never know what the exception is to be able to address it in code.
50	1	Idea Collapse Node Groups	I'd like to have a more concise node layout A collapsed node with the same name and color assigned to the group
10099	0	Dynamo 2.0.3 Library Freezes Constantly	Generally using Dynamo, simple definitions with a range of popular packages e.g. Data-Shapes, Archi-Lab, etc. The node library working as per normal The node library operates as normal when I first open Dynamo. After about 1-2 minutes of usage it will randomly freeze. I remain able to resize the library but not expand/contract the node package trees and I cannot use the search bar any longer.   This bug is quite reliable and has happened a lot since I began testing Dynamo 2.X.
82	1	Surface.PointAtParameter	Surface.PointAtParameter Points confined to within the surface like on this other lofted surface..
10715	0	Crash report from Dynamo 2.7.0.8167	Trying to install Project Refinery 1.62.2 on Dynamo Core 2.7. The software installs correctly in AppData/Roaming/Dynamo Core/2.7/packages and Refinery shows in the left menu, but it does not show in the top menu as expected. The software installs correctly for Dynamo Revit 2.1 but not for Dynamo Core 2.7 Refinery or Generative Design Menu item on top Nothing. Just regular menu Refinery 1.62.2
11368	0	Crash report from Dynamo 2.6.1.8786	Opened Dynamo The opening screen, which did appear. In addition to the opening screen I got the crash notice. None yet since the program failed before I could open anything.
10892	0	Crash from Dynamo 2.0.3	Installed Orchid and DanEDU Packages Able to click on setting, file, packages and help which drop down menu will appear The tab is frozen, no drop down menu upon clicking.  Below attached is the GIF of what happen when i click on the Setting tab.
81	1	Vectors should be visualized	Clicked on 'Show Labels' for the vector node The index labels of the vector array Nothing! This setting doesn't appear to work with any vector regardless of which node has been used to create it
10141	0	Geometry Working Range makes code fail unless tolerance is set to unacceptable level.	Tried to create a Surface patch with clean closed tangent arcs and lines with a geometry range set at Medium (0.0001 to 10,000). As need to calculate area and have not found a good node to do it with just closed curves that also works in refinery.  I know Dynamo is unit-less but this is the best tolerance i can find for working in Meters. A surface patch with out warnings And without having to change the working range up to Large which although works means my calculation tolerance is 10mm which is not acceptable in design. As there is no geometry scaling option in-between Medium and Large. A surface patch failing and an error :  Warning: Curve.Patch operation failed. Unable to make wire from edge body WIRE_SELF_INTERSECTS2 -- Wire has self-intersection.  This is not the first time i have had this issue with geometry working range in dynamo. See this post.   I also think its linked to this bug report that seems to yet to be solved I must say the idea that i have to keep changing the geometry scaling to get certain nodes to work is crazy!!. Grasshopper is also unit-less but has not issues with what ever you create, you don't have to keep changing the tolerance to get the code to work. It is even an issue with some node that they fail such as intersections, duplicate points, etc. Because the tolerance is set to high because another node fails otherwise. A lose lose situation.    Additionally changing the tolerances also change the output from Arc Radius components etc when creating an arc from intersecting circles where the circle radius matches what's in the slider and the  arc has some random set of numbers after the decimal point if not set to small. Both these radius should be bang on the same number as the slider not with loads of extra numbers after unless they are 000! This issue also effects writing data to excel and then reading it to rebuild the arcs in another file as unless you leave the long list of numbers at the end for every point, angle etc it fails to join the arcs in the next code.
9716	0	List.GetItemAtIndex List structure inconsistency	apply List.GetItemAtIndex at identical lists identical result different results [ListStructure_Inconsistency02.pdf](
9776	0	No nodes visible in Graph requires complete restart of Revit and Dynamo	Opened a graph, created in v2.0 but saved in 2.1 A working graph Missing nodes in the graphics display (see image) which requires a complete restart of both Revit and Dynamo. Its inconsistent; it might work correctly after 1 restart or after a couple.  Opening the graph in manual execution seems to be more successful.   Nodes are combination of ZT and the OOTB TextNote. This node seems to have performance issues; its causes a noticable pause in graph execution when it first runs; any subsequent run where it has to re-execute is significantly faster. This is just a hunch, but opening in automatic mode and the graphic display issue I reckon might have something to do with memory issues caused by this node. Any ideas? I've seen other users report this issue before.
42	1	UX - Editing notes is destructive	1. Double-clicked a note 2. deleted all text  3. clicked the modal window's close (X) button The edit note window has a clear Accept button, so when closing the window by using the form's X, I expect the edits not to be saved, as the Accept button was never clicked.  I would like either - the X does not save edits - provide a cancel button the note now doesn't have any text and I have to manually undo.   Extras It would be great to solve this other little thing whilst at it, the modal window simply says Set value.... This is not descriptive at all, we should replace with something that clear tells the user what they are doing, perhaps something along the lines of Edit note text ?
9284	0	Package Manager Search returns empty list behind a proxy	I want to install a new Package from the Package Manager : Packages > Search for a Package... The list of available packages An empty list.
68	1	publishing package online after it was published locally	tried publishing a package (online) a package get published online it failed with an error saying that package doesn't exist or something like that.   I was able to publish it but only after i deleted the local version of my package and published a new package online first. I think the problem was that i had this package published locally and then I tried to publish online.
11145	0	来自 Dynamo 2.2.1.5175 的崩溃报告	revit2020,open dynamo then it crashs. how to right it? windows 10,
146	1	Lack of Extend Method for Surfaces	Extracted faces from Revit geometry for the purposes of setout documentation. I need to trim and extend these surfaces programmatically in order to produce watertight surface models. Unless you select all object edges, there are gaps in the surfaces. There is an extend method for curves, but not surfaces.
10946	0	Custom Node Returns Null	(just got the graph selected what I wanted and right click to change to custom node) (Have a series of elements that gained a parameter value.) (null for inputs and outputs.)
6727	0	Ghost Function	typed _a_ in code block an input port to appear
7574	0	String.ToNumber ignores decimal separator	Converted a number to a string and back to a number The same number as the original input value My hunch is that String.ToNumber doesn't respect the German locale the way that String from Object does
10813	0	Crash report from Dynamo 2.3.0.5885	Tried to run my graph in a Virtual Workstation by Cloudalize. Expected the graph to run. got this error and Dynamo reported the run was complete.
10337	0	fatal error after selecting polylines	1 Opend a dynamo script 2 opend a dwg file 3 select polylines i expected to see me selecting polylines (this only happends while i have an dynamo script open) fatal error
9558	0	VM machine crashes	Try to run graph. No Dynamo errors (yellow nodes, explanatory fly-outs) except VM failure. The graph can't complete its mission, though.  I cut the graph down to five nodes. Pull a category, filter for 4 different families in the category. One family reports, the others show null. At different attempts, with the full graph, I get two of the four. I used to see three of the four. It seems to be a declining situation. Dynamo to push Excel-originated lists into Revit family parameters. Failure without error messages, but VM failure message  [X JUST FAMILY CALL FROM REVIT.zip](
9097	0	Dynamo v2.0.1 Throwing custom exceptions in ZT nodes display random warning messages	Throw an exception in a ZT node with a custom message. The custom message if the exception is thrown Random warning messages depending on which input port triggers (but doesn't throw) the exception:   [Recording 31.zip](  Random warning messages (happens if the createModelCurves input triggers the exception):   The exception message without any random messages displays correctly (if the importInstance input triggers the exception):
10178	0	Closing workspace does not clear extensions on right sidebar	1. Build Dynamo from source 2. Open graph & make sure right sidebar is open with DocumentationBrowser view extension loaded 3. Close graph Sidebar to disappear A specific control remains on screen instead of being hidden.  This is because closing the workspace simply hides the right sidebar instead of actually clearing the tabs. Behaviour when manually closing the sidebar is correct 👍      When closing the workspace without closing the sidebar, control is still visible 💥 Now, this might not be a Dynamo issue as the other extensions (like WorkspaceDependency...) behave correctly and it appears it's only the WebView control that misbehaves as the banner control I load correctly disappears. Could be that WebView does not inherit visibility properly.  However, wanted to raise it as others might encounter it with their custom controls. Is this the desired behaviour when closing the workspace? Or would we want to clear the tab items ?  Adding an event that does TabItems.Clear() when the workspace is closed solves the issue obvs.  FYIs @QilongTang  @mjkkirschner
11194	0	Input and Output Nodes visible in DYN Workspace	Expanded input category in browser Input and Output nodes not showing. Input and Output nodes showing. (these are supposed to be for custom node workspaces only, .DYFs)
63	1	Node Input Schemes	"See below. See below. I didn't know where else to put this, so here it is:  Blanket statement:  All below suggestions assume performance speed is not greatly reduced by implementation.  Some suggestions could be implemented via an optional UI switch.  List@Level - Adjusts area of list focus PRIOR to entering nodes.  It’s awesome even if its dependency upon Top-down list hierarchy slows performance (compared to GH) a bit.  It cannot be expected to solve node behavior once data enters into the node.  It effectively replaces GH nodes like Shift list among others.  It effectively reduces dependency on DS nodes such as list.chop, list.flatten and some others whilst allowing the user to retain more of the list structure as needed, and with much fewer nodes.  Var, var[], and var[]..[]  -  These are useful for designing a custom node (or a built-in node).  Var looks only for a single item, var[] looks for a list.  But we should make it clear that var[]..[] is only used when upgrading a workflow that was initially built to handle a simple list—ie a LOFT Node built to create a SINGLE loft would be looking for 1 (maybe 2) inputs-- a single list of curves and perhaps 1 or 2 guide curves.  Assigning these expected formats to inputs should only be done in the workflow of converting a singular workflow to a workflow that handles a multiple of that condition.  A best practice, and maybe a useful restriction to this workflow, would be to “Only ever increase expected input list depth by one level when creating a Custom Node from a singular workflow”.  Here is a suggestion that may not be popular among automation enthusiasts, but with regard to Lacing and List.Combine, we may be looking for a shortcut (in the short term) that simply doesn’t exist.  The amount of use cases for geometry creation and data management is so vast that expecting to know them all up front may be unrealistic.  As Brian R. says: “Doing the same thing manually more than once IS Insanity”, BUT doing the same thing slightly differently more than once is WORK, and sometimes it can’t be avoided.  Read below to get the meaning:  During the growth of GH into a fluid tool—there was much back-and-forth about how to handle DEFAULT behavior for certain nodes (Dyn Team has/is undergoing similar discussions), especially simpler nodes such as line by points.  For example:  “What happens if input ‘A’ passes a list and ‘B’ passes a single object?!?”  This is the core of the frustration of a “Node with Inputs” type format.  Once the data enters the Node, IT’S IN.  Simpler nodes with fewer inputs can have a logical default behavior that most users would expect—but limiting, say, line creation to a specific expected input is LIMITING.  There are 2 obvious solutions:  1.	Create multiple nodes, one for each case--  This has happened to some extent already— ie. Geometry.Interesect and Geometry.IntersectALL etc.  2.	Create multiple possible schemes and embed them within a single node.  I agree with Andrew H.-- I create Custom Nodes to work with a single item workflow first, then wrap it in a Custom Node and pass multiples in.  I’ve created custom nodes with many inputs (>3) to work for a workflow specific to MY graph.  Most inputs expected a single variable—integer, double, string etc, and only 1 or 2 inputs expected a LIST.  This kept the node within the realm of solutions like Lacing and List.Combine.  But I have occasionally wanted to CONVERT additional inputs from expecting single items to expecting LISTS, but without losing my original configuration.  ENTER INPUT SCHEMES.  As additional use cases arise, additional custom node graphs can be created—using the same process as before, build for one workflow in the main canvas first and then wrap it inside the custom node to pass data with 1 level of increased depth. The difference is that MULTIPLE WORKFLOWS could be embedded in the SAME NODE.  This solution is similar to what Ant-B-Thorp was saying about a machine predicting what lacing a user wants (Machine learning could easily be inserted into this workflow later) but it is a little simpler and harnesses the inevitable growth in user contribution at all levels.  The Now Solution requires a mechanism to switch between schemes and an upgrade to the UI. UI - Inputs could have different color values (or lightness/darkness of grey for the color blind) to indicate if the active scheme expects a SINGLE VALUE (light orange?) or a LIST (deep orange).  The left inputs edge could be click-expanded to reveal input schemes for selection.  Alternatively, the user could click on a single input to change it from SINGLE to LIST or LIST to LISTofLISTS.  A little work here could automate scheme-change upon clicking a single input based on what/how many schemes are under the hood.  ADDITIONAL THOUGHTS Input Schemes are Scalable even if industrial for the majority of cases.  It helps eliminate many of the solutions (Lacing, List.Combine) which promised to be something much more but were really just solutions for specific cases.  Custom Nodes should have the same automated integration of List@Level as built-in nodes.  List@Level, if it doesn’t hamper future upgrades or greatly restrict performance/speed, should be committed to here.  It is critical to think about software as a closed system when it comes to speed.  Everything we add may slow performance down, so with every additive change it is important to ask “What can we remove”.  Cloud computing will make many things possible that were not possible when GH was being developed, and Dynamo should take advantage of this by allowing more sophistication/complexity into its engine by Embracing input schemes in native nodes as well as allowing users to build their own input schemes.  GH also had to get over the hump of making scripting cool—David R. and McNeel kept many of the decisions about node behavior locked down (while listening to forum suggestions).  But coding and its frame of mind are more mainstream now and will continue to grow.  Dynamo should anticipate this and continue to embrace whatever intermediate levels of fluency emerge and are required to propel sophistication forward.  The UI should not be ignored however.  Design is a very visual endeavor, and keeping both sides of the brain engaged throughout the process will yield better results.  Node inputs should also be visually distinct if they carry a default value.  I think this concept takes many users by surprise.  Replication guides, unless they are much faster than other methods, seem redundant to List@Level and INPUT SCHEMES.  My hunch is these could now go away or be buried a little more to not confuse newer users as they are DS only.  Also agree with (I can’t remember who) that Custom Nodes should be allowed to reside inside a Graph.dyn without being saved as an outside custom node.  Saving in same local folder is a good workaround, and creating packages has its benefits, but sometimes a one-off node really doesn’t want it to be separated from the mothership.  At first I thought this limitation was on purpose to promote code sharing, but the need is there.  Maybe this will go somewhere (or show us one way not to do it). Best Regards."
10260	0	Crash report from Dynamo 2.3.0.4565	Running a definition The results of the definition A crash window Topologic
